Employee_id,Preferred_Name,Work_Email,Is_Currently_Active,Business_Title,Job_Family_Group,Job_Family,Manager_ID,Hire_Date,Termination_Date,location_ref_id
11725,Cindy Stoltenberg,cindy.stoltenberg@monks.test,0,Quality Assurance Manager,,,11092,4/16/2018,8/15/2018,
11146,Minnie Moore,minnie.moore@monks.test,0,Data Scientist,,,11092,8/20/2018,07-01-2020,LOC_San Francisco
11008,Mikel Herzog,mikel.herzog@monks.test,0,Software Engineer,,,11092,04-06-2015,05-03-2019,LOC_San Francisco
11187,Murphy Morar,murphy.morar@monks.test,0,Senior Account Manager,,,11092,12-03-2018,3/20/2020,LOC_New York
11220,Gilda Beer,gilda.beer@monks.test,0,Senior Account Manager,,,11092,1/14/2019,1/30/2020,LOC_Tokyo
11423,Richard Zulauf,richard.zulauf@monks.test,0,"Director, Account Operations",,,11092,12-09-2019,1/22/2020,LOC_Toronto
11049,Myrtie Ebert,myrtie.ebert@monks.test,0,"Head of Customer Experience, US",,,11092,04-04-2017,01-05-2021,LOC_San Francisco
11387,Zachariah Metz,zachariah.metz@monks.test,0,"Senior Vice President Sales, Seoul",,,11092,10/28/2019,2/14/2020,LOC_Seoul
11402,Zachary Crooks,zachary.crooks@monks.test,0,Senior Analytics Specialist,,,11092,10/28/2019,3/13/2020,LOC_Seoul
11250,Darby Jenkins,darby.jenkins@monks.test,0,Director of Sales,,,11092,04-01-2019,11/30/2020,LOC_Milan
11243,Theron Sipes,theron.sipes@monks.test,0,Office Coordinator,,,11092,02-04-2019,05-10-2019,LOC_London
11719,Connie Morissette,connie.morissette@monks.test,0,Office Manager,,,11092,2/14/2018,3/19/2018,
11716,Christiana Hoeger,christiana.hoeger@monks.test,0,Business Manager,,,11092,12/13/2017,05-01-2020,
11173,Myah D'Amore,myah.d'amore@monks.test,0,Client Solutions Director,,,11092,10-08-2018,08-08-2019,LOC_US Remote
11724,Chloe Smitham,chloe.smitham@monks.test,0,Account Manager II,,,11092,04-02-2018,3/29/2019,
11663,Sage Feest,sage.feest@monks.test,0,L2 Consultant,,,11092,8/27/2020,11-06-2020,LOC_London
11317,Kirstin Ziemann,kirstin.ziemann@monks.test,0,Head of Accounts,,,11092,4/26/2019,7/26/2019,LOC_São Paulo
11352,Misael Lakin,misael.lakin@monks.test,0,Digital Analytics Specialist,,,11092,7/29/2019,03-06-2020,LOC_San Francisco
11218,Minnie Kutch,minnie.kutch@monks.test,0,"Regional Vice President, Sales (Central)",,,11092,1/14/2019,1/29/2019,LOC_US Remote
11533,May O'Kon,may.o'kon@monks.test,0,Analytics Consultant,,,11092,5/26/2020,10/22/2020,LOC_Buenos Aires
11523,Maya Haag,maya.haag@monks.test,0,Analytics Consultant,,,11092,5/26/2020,9/15/2020,LOC_Buenos Aires
11225,Newton Kuhlman,newton.kuhlman@monks.test,0,Solutions Lead,,,11092,1/14/2019,05-01-2020,LOC_Sydney
11087,Moriah White,moriah.white@monks.test,0,Project Lead,,,11092,1/24/2018,04-03-2020,LOC_New York
11214,Moises Block,moises.block@monks.test,0,Team Lead,,,11092,1/22/2019,4/24/2020,LOC_New York
11476,Naomi Jacobs,naomi.jacobs@monks.test,0,Senior Account Manager,,,11092,4/13/2020,11/13/2020,LOC_Chicago
11269,Richard Schumm,richard.schumm@monks.test,0,Senior Account Manager,,,11092,04-01-2019,7/30/2019,LOC_Toronto
11097,Mona Wuckert,mona.wuckert@monks.test,0,Account Manager,,,11092,3/27/2018,4/17/2020,LOC_San Francisco
11338,Shaniya Paucek,shaniya.paucek@monks.test,0,Account Manager,,,11092,5/20/2019,1/31/2020,LOC_Mumbai
11301,Gia Nienow,gia.nienow@monks.test,0,Associate Account Manager,,,11092,7/15/2019,9/30/2020,LOC_Tokyo
11654,Sadye Moen,sadye.moen@monks.test,0,R&D,,,11092,8/27/2020,10/31/2020,LOC_London
11294,Quentin Mayert,quentin.mayert@monks.test,0,Sales Director,,,11092,05-06-2019,4/14/2020,LOC_Singapore
11796,Mossie Nader,mossie.nader@monks.test,0,Account Manager II,,,11092,9/30/2019,10-07-2019,LOC_Seattle
11194,Tiana Conroy,tiana.conroy@monks.test,0,Financial Controller,,,11092,1/21/2019,2/28/2020,LOC_London
11238,Bo Hahn,bo.hahn@monks.test,0,Account Manager,,,11092,02-04-2019,3/20/2020,LOC_Jakarta
11016,Milford Wolf,milford.wolf@monks.test,0,Head of Media Activation,,,11092,02-01-2016,07-01-2020,LOC_New York
11581,Christina Friesen,christina.friesen@monks.test,0,Account Manager II,,,11092,05-12-2014,8/31/2019,
11720,Cicero Hodkiewicz,cicero.hodkiewicz@monks.test,0,Account Manager II,,,11092,3/15/2018,6/13/2019,
11191,Myrna Hansen,myrna.hansen@monks.test,0,Senior Account Manager,,,11092,11/13/2018,5/20/2019,LOC_San Francisco
11221,Mohamed Dach,mohamed.dach@monks.test,0,Digital Analytics Specialist,,,11092,01-07-2019,11/20/2019,LOC_San Francisco
11705,Cleveland Dibbert,cleveland.dibbert@monks.test,0,Human Resources Manager,,,11092,04-12-2017,6/29/2018,
11125,Naomi Erdman,naomi.erdman@monks.test,0,Account Manager,,,11092,07-09-2018,7/26/2019,LOC_New York
11212,Modesta Hand,modesta.hand@monks.test,0,Project Lead,,,11092,1/15/2019,11-10-2020,LOC_New York
11896,Nannie Haley,nannie.haley@monks.test,0,Account Manager,,,11092,02-01-2016,7/27/2018,LOC_San Francisco
11151,Myrl Mueller,myrl.mueller@monks.test,0,"President, Americas",,,11092,09-04-2018,4/15/2020,LOC_New York
11729,Collin Erdman,collin.erdman@monks.test,0,Business Manager,,,11092,12/17/2018,5/31/2019,
11395,Yoshiko Rempel,yoshiko.rempel@monks.test,0,Senior Analytics Specialist,,,11092,10/28/2019,9/25/2020,LOC_Seoul
11348,Kristina Kemmer,kristina.kemmer@monks.test,0,Intern,,,11092,6/17/2019,10-03-2019,LOC_São Paulo
11732,Clotilde Tremblay,clotilde.tremblay@monks.test,0,Content Marketing Coordinator,,,11092,12-02-2019,9/18/2020,
11345,Korbin Kshlerin,korbin.kshlerin@monks.test,0,Intern,,,11092,6/17/2019,7/26/2019,LOC_São Paulo
11713,Coleman Cronin,coleman.cronin@monks.test,0,Business Intelligence Manager,,,11092,10-09-2017,01-02-2019,
11183,Milton Toy,milton.toy@monks.test,0,"Vice President, Account Operations",,,11092,12-03-2018,4/15/2020,LOC_San Francisco
11249,Mikayla Veum,mikayla.veum@monks.test,0,Senior Sales Director,,,11092,03-04-2019,11-12-2019,LOC_New York
11349,Tiffany Huel,tiffany.huel@monks.test,0,Head of EMEA Sales,,,11092,8/19/2019,09-11-2020,LOC_London
11229,Murphy Stamm,murphy.stamm@monks.test,0,Senior Account Manager,,,11092,1/22/2019,1/31/2020,LOC_New York
11728,Chauncey Kshlerin,chauncey.kshlerin@monks.test,0,Senior Director of Digital Advertising,,,11092,07-05-2018,01-03-2020,
11365,Newton Reinger,newton.reinger@monks.test,0,Financial Accountant,,,11092,10-07-2019,3/31/2020,LOC_Sydney
11190,Ricky Tremblay,ricky.tremblay@monks.test,0,Account Manager,,,11092,11/26/2018,10/25/2019,LOC_Toronto
11209,Mina Ziemann,mina.ziemann@monks.test,0,Account Manager,,,11092,12-12-2018,05-01-2020,LOC_New York
11283,Fred Ferry,fred.ferry@monks.test,0,Senior Account Manager,,,11092,5/20/2019,2/28/2020,LOC_Stockholm
11130,Mina Watsica,mina.watsica@monks.test,0,Senior Account Manager,,,11092,07-09-2018,01-10-2020,LOC_US Remote
11333,Kris Bednar,kris.bednar@monks.test,0,Buy-Side Intern,,,11092,4/26/2019,06-07-2019,LOC_São Paulo
11298,Mozell Emard,mozell.emard@monks.test,0,Customer Experience Program Manager,,,11092,4/22/2019,10/30/2020,LOC_San Francisco
11217,Neva Yundt,neva.yundt@monks.test,0,Recruiting Coordinator,,,11092,01-07-2019,8/16/2019,LOC_Sydney
11175,Misty Wehner,misty.wehner@monks.test,0,Office Coordinator,,,11092,2/21/2014,11/15/2018,LOC_San Francisco
11726,Cheyenne Schulist,cheyenne.schulist@monks.test,0,Office Manager,,,11092,5/23/2018,7/13/2018,
11274,Mozelle Kihn,mozelle.kihn@monks.test,0,Senior Account Manager,,,11092,04-08-2019,7/19/2019,LOC_New York
11377,Tia Shanahan,tia.shanahan@monks.test,0,Project Lead,,,11092,10/28/2019,05-01-2020,LOC_Windsor
11233,Monica Hoppe,monica.hoppe@monks.test,0,Team Lead,,,11092,02-11-2019,12-11-2020,LOC_New York
11531,Maye Bins,maye.bins@monks.test,0,Analytics Consultant,,,11092,5/26/2020,8/31/2020,LOC_Buenos Aires
11362,Kristin Streich,kristin.streich@monks.test,0,Intern,,,11092,09-02-2019,9/25/2020,LOC_São Paulo
11597,Christophe O'Hara,christophe.o'hara@monks.test,0,Executive Assistant,,,11092,8/31/2020,10/31/2020,
11704,Claudie McDermott,claudie.mcdermott@monks.test,0,Account Manager III,,,11092,2/24/2017,8/16/2019,
11347,Kim O'Conner,kim.o'conner@monks.test,0,Associate FP&A Analyst,,,11092,6/17/2019,12/18/2020,LOC_São Paulo
11684,Asia Hamill,asia.hamill@monks.test,0,Analyst,,,11092,9/30/2020,11/13/2020,LOC_Melbourne 1
11721,Concepcion O'Hara,concepcion.o'hara@monks.test,0,Business Manager,,,11092,3/19/2018,11/30/2018,
11059,Milton Stamm,milton.stamm@monks.test,0,Head of Analytics & Attribution,,,11092,07-05-2017,02-06-2019,LOC_San Francisco
11272,Newton Wiegand,newton.wiegand@monks.test,0,Business Operations Specialist,,,11092,3/18/2019,6/30/2020,LOC_Sydney
11206,Quincy Kuhlman,quincy.kuhlman@monks.test,0,Account Manager,,,11092,12-10-2018,8/16/2019,LOC_Singapore
11170,Myrl Monahan,myrl.monahan@monks.test,0,Senior Accounting Analyst,,,11092,9/19/2018,10/18/2019,LOC_San Francisco
11077,Nadia Walter,nadia.walter@monks.test,0,Assistant Controller,,,11092,10-09-2017,12-02-2018,LOC_San Francisco
11297,Monte Brekke,monte.brekke@monks.test,0,Account Manager,,,11092,02-12-2019,5/20/2020,LOC_San Francisco
11685,Asia Harber,asia.harber@monks.test,0,Analyst,,,11092,9/30/2020,11/20/2020,LOC_Melbourne 1
11702,Christine Hackett,christine.hackett@monks.test,0,Business Manager,,,11092,1/30/2017,9/24/2018,
11711,Clementine Kirlin,clementine.kirlin@monks.test,0,Account Manager II,,,11092,10-02-2017,05-04-2018,
11281,Ricardo Corwin,ricardo.corwin@monks.test,0,Market Lead,,,11092,3/25/2019,11/13/2019,LOC_Toronto
11177,Theo Bernier,theo.bernier@monks.test,0,Senior Digital Analytics Architect,,,11092,10/17/2018,10/22/2020,LOC_London
11463,Kristian Feeney,kristian.feeney@monks.test,0,Intern,,,11092,02-03-2020,2/18/2020,LOC_São Paulo
11612,Clifford Predovic,clifford.predovic@monks.test,0,Staff Accountant - Part Time,,,11092,8/31/2020,01-07-2021,
11718,Clarissa Medhurst,clarissa.medhurst@monks.test,0,Advertising Manager,,,11092,1/22/2018,10/25/2019,
11895,Mitchel Bins,mitchel.bins@monks.test,0,Chief Revenue Officer,,,11092,3/20/2017,04-03-2018,LOC_San Francisco
11026,Morgan Pagac,morgan.pagac@monks.test,0,Project Lead,,,11092,07-05-2016,12-07-2018,LOC_San Francisco
11273,Minnie Fahey,minnie.fahey@monks.test,0,Project Lead,,,11092,4/15/2019,08-02-2019,LOC_New York
11112,Mireya Klein,mireya.klein@monks.test,0,"Project Manager, Data",,,11092,5/14/2018,12/31/2020,LOC_San Francisco
11405,Yazmin Osinski,yazmin.osinski@monks.test,0,Analytics Specialist,,,11092,10/28/2019,11-06-2020,LOC_Seoul
11897,Moriah Doyle,moriah.doyle@monks.test,0,Account Manager,,,11092,9/19/2015,07-02-2018,LOC_San Francisco
11158,Miller Kuhic,miller.kuhic@monks.test,0,Account Manager,,,11092,09-10-2018,2/14/2020,LOC_New York
11609,Christ Hodkiewicz,christ.hodkiewicz@monks.test,0,Account Manager II,,,11092,8/31/2020,10-01-2020,
11157,Mollie Haley,mollie.haley@monks.test,0,Project Lead,,,11092,09-10-2018,02-01-2019,LOC_New York
11710,Christy Hilll,christy.hilll@monks.test,0,Controller,,,11092,7/17/2017,04-03-2020,
11121,Misael Robel,misael.robel@monks.test,0,Office Coordinator,,,11092,6/25/2018,6/21/2019,LOC_San Francisco
11239,Myrtle Block,myrtle.block@monks.test,0,Senior Account Manager,,,11092,02-11-2019,08-03-2020,LOC_San Francisco
11399,Zachariah Beer,zachariah.beer@monks.test,0,Senior Technical Solutions Engineer,,,11092,10/28/2019,5/29/2020,LOC_Seoul
11043,Miller Kulas,miller.kulas@monks.test,0,Team Lead,,,11092,1/17/2017,06-01-2020,LOC_San Francisco
11727,Clement Strosin,clement.strosin@monks.test,0,Advertising Manager,,,11092,6/25/2018,10/22/2018,
11285,Richmond Hintz,richmond.hintz@monks.test,0,Team Lead,,,11092,4/15/2019,06-08-2020,LOC_Toronto
11327,Kirstin Steuber,kirstin.steuber@monks.test,0,Associate Account Manager,,,11092,4/26/2019,9/19/2019,LOC_São Paulo
11385,Yvonne Kerluke,yvonne.kerluke@monks.test,0,Technical Solutions Engineer,,,11092,10/28/2019,7/31/2020,LOC_Seoul
11237,Newton Osinski,newton.osinski@monks.test,0,Group Operations Lead - Enterprise Data Solutions,,,11092,02-01-2019,08-12-2020,LOC_Sydney
11241,Myra Nicolas,myra.nicolas@monks.test,0,Project Lead,,,11092,02-11-2019,1/22/2021,LOC_New York
11289,Moses Ernser,moses.ernser@monks.test,0,Project Lead,,,11092,4/29/2019,01-08-2021,LOC_New York
11717,Cheyenne McKenzie,cheyenne.mckenzie@monks.test,0,Account Manager I,,,11092,1/15/2018,10/22/2018,
11388,Zachariah Koss,zachariah.koss@monks.test,0,Senior Analytics Specialist,,,11092,10/28/2019,10/15/2020,LOC_Seoul
11106,Theo Wuckert,theo.wuckert@monks.test,0,"Senior Sales Manager, EMEA",,,11092,05-02-2018,12/25/2020,LOC_London
11215,Montana Bins,montana.bins@monks.test,0,Project Lead,,,11092,01-10-2019,06-01-2019,LOC_New York
11404,Yolanda Durgan,yolanda.durgan@monks.test,0,Senior Technical Solutions Engineer,,,11092,10/28/2019,7/23/2020,LOC_Seoul
11137,Quentin Durgan,quentin.durgan@monks.test,0,Associate Account Manager,,,11092,10-01-2018,11/22/2018,LOC_Singapore
11723,Cheyanne MacGyver,cheyanne.macgyver@monks.test,0,Account Manager III,,,11092,04-02-2018,9/26/2018,
11411,Theresa Kihn,theresa.kihn@monks.test,0,Associate Account Manager,,,11092,10/28/2019,7/24/2020,LOC_Windsor
11712,Cheyanne Bernhard,cheyanne.bernhard@monks.test,0,Senior Business Intelligence Manager,,,11092,10-04-2017,09-01-2018,
11029,Moises Pagac,moises.pagac@monks.test,0,Senior Director of Sales,,,11092,8/15/2016,1/31/2020,LOC_San Francisco
11701,Christa Bechtelar,christa.bechtelar@monks.test,0,Business Development Manager,,,11092,09-01-2016,12/13/2018,
11715,Chelsie Schroeder,chelsie.schroeder@monks.test,0,Assistant Account Manager,,,11092,11/27/2017,3/28/2018,
11330,Kitty Willms,kitty.willms@monks.test,0,Associate Account Manager,,,11092,4/26/2019,2/21/2020,LOC_São Paulo
17488,Dagmar Carter,dagmar.carter@monks.test,0,Global Head of Recruitment,,,12145,10/16/2018,5/31/2021,LOC_Buenos Aires
18757,Else Kilback,else.kilback@monks.test,0,Digital Business Analyst,,,14072,11-02-2020,5/28/2021,LOC_New York
18857,Kody Schumm,kody.schumm@monks.test,0,Privacy Officer,,,17025,11/15/2020,7/31/2021,LOC_Hilversum
18372,Kody Carter,kody.carter@monks.test,0,Project Manager,,,17027,9/14/2020,5/31/2021,LOC_Hilversum
18984,Kip Gleason,kip.gleason@monks.test,0,Junior Android Developer,,,17043,1/15/2021,7/31/2021,LOC_Hilversum
18238,Elmore Lynch,elmore.lynch@monks.test,0,Program Director,,,17063,06-11-2018,5/31/2020,LOC_Los Angeles - Abbot Kinney
18744,Eloy Padberg,eloy.padberg@monks.test,0,Payroll Specialist,,,17063,11-11-2020,1/29/2021,LOC_San Francisco
18241,Elsa Ullrich,elsa.ullrich@monks.test,0,QA Specialist,,,17079,07-02-2018,2/14/2020,LOC_Los Angeles - Abbot Kinney
18388,Sage Hahn,sage.hahn@monks.test,0,Strategy Director,,,17080,9/15/2020,9/15/2020,LOC_London
18890,Sadye Cormier,sadye.cormier@monks.test,0,Lead UX Design,,,17080,1/25/2021,04-09-2021,LOC_London
19382,Beth Breitenberg,beth.breitenberg@monks.test,0,Senior Film Producer,,,17092,9/16/2020,01-10-2021,LOC_Singapore
19098,Amari DuBuque,amari.dubuque@monks.test,0,Senior Vice President,,,17106,11/19/2020,7/19/2021,LOC_Dubai
18675,Elmo Reinger,elmo.reinger@monks.test,0,Production Designer,,,17162,3/30/2020,3/31/2021,LOC_Los Angeles - Abbot Kinney
19171,Mohammad Schiller,mohammad.schiller@monks.test,0,Gerente de Projetos Pleno III,,,17203,09-11-2020,7/23/2021,LOC_São Paulo
18935,Daija Schultz,daija.schultz@monks.test,0,Post Producer,,,17215,11/16/2020,1/19/2021,LOC_Buenos Aires
18539,Daisha Dietrich,daisha.dietrich@monks.test,0,Lead Animator,,,17231,10-05-2020,1/30/2021,LOC_Buenos Aires
18340,Elnora Lynch,elnora.lynch@monks.test,0,Financial Project Controller,,,17265,2/17/2020,7/15/2020,LOC_Los Angeles - Abbot Kinney
18307,Eloy Waelchi,eloy.waelchi@monks.test,0,Junior Financial Administrator,,,17265,11-11-2019,3/16/2020,LOC_Los Angeles - Abbot Kinney
18650,Elsa Goodwin,elsa.goodwin@monks.test,0,Visual Designer,,,17292,3/23/2020,2/28/2021,LOC_New York
17321,Daija Cummerata,daija.cummerata@monks.test,0,Developer,,,17349,12-11-2017,10/21/2021,LOC_Buenos Aires
17962,Korey O'Kon,korey.o'kon@monks.test,0,Frontend Developer,,,17392,2/17/2020,10/31/2021,LOC_Hilversum
17423,Kirk Parker,kirk.parker@monks.test,0,Salesforce Marketing Specialist,,,17421,09-01-2018,2/28/2021,LOC_Hilversum
18655,Elna Dickens,elna.dickens@monks.test,0,Sr. Talent Acquisition Manager,,,17488,8/24/2020,5/21/2021,LOC_New York
18468,Kirk Carter,kirk.carter@monks.test,0,Executive Producer Studios & Content,,,17583,10-01-2020,1/31/2021,LOC_Amsterdam
18665,Elnora Kozey,elnora.kozey@monks.test,0,Sr Film Producer,,,17612,9/21/2020,7/30/2021,LOC_Los Angeles - Abbot Kinney
17896,Kory Parker,kory.parker@monks.test,0,Lead Studio Crew,,,17807,01-01-2020,4/30/2021,LOC_Amsterdam
20148,Nicolas Corkery,nicolas.corkery@monks.test,0,Sr. AEM Developer,,,17808,01-02-2021,5/31/2021,LOC_Noida
18378,Kole Heller,kole.heller@monks.test,0,Finance Director,,,17906,08-12-2019,6/30/2021,LOC_Hilversum
18503,Kip Witting,kip.witting@monks.test,0,Talent Acquisition Manager,,,17922,11-02-2020,4/30/2021,LOC_Hilversum
18393,Sadie Jenkins,sadie.jenkins@monks.test,0,Talent Acquisition Manager,,,17922,10-01-2020,3/31/2021,LOC_Hilversum
18687,Eloy Hagenes,eloy.hagenes@monks.test,0,Lead Solutions Architect,,,17955,10-04-2020,05-11-2021,LOC_New York
18886,Kip Schaden,kip.schaden@monks.test,0,Financial Administrator,,,18072,11-01-2020,4/30/2021,LOC_Hilversum
18871,Kira Corwin,kira.corwin@monks.test,0,Senior Financial Controller,,,18092,11/15/2020,7/31/2021,LOC_Hilversum
19080,Kip Shields,kip.shields@monks.test,0,Influencer Development Intern,,,18176,01-01-2021,1/15/2021,LOC_Amsterdam
19072,Kirk Beahan,kirk.beahan@monks.test,0,Influencer Developer,,,18176,05-06-2019,4/30/2021,LOC_Amsterdam
18782,Elsa Cormier,elsa.cormier@monks.test,0,Head of Campaign Management,,,18178,01-01-2021,4/16/2021,LOC_New York
19082,Kip Stracke,kip.stracke@monks.test,0,Influencer Manager Intern,,,18178,01-01-2021,1/31/2021,LOC_Amsterdam
19077,Kip Schuppe,kip.schuppe@monks.test,0,Influencer Manager,,,18178,09-01-2018,3/31/2021,LOC_Amsterdam
19078,Kirk Herman,kirk.herman@monks.test,0,Digital Marketing Intern,,,18183,01-01-2021,1/31/2021,LOC_Amsterdam
19383,Nicolas Schultz,nicolas.schultz@monks.test,0,Technical Artist,,,18402,12-01-2020,7/31/2021,LOC_Noida
19395,Nicolas Quitzon,nicolas.quitzon@monks.test,0,Pipeline Manager,,,18402,10-12-2020,6/30/2021,LOC_Noida
18496,Nicolas Kovacek,nicolas.kovacek@monks.test,0,Growth Monk,,,18406,10-06-2020,6/28/2021,LOC_Noida
18719,Else Effertz,else.effertz@monks.test,0,Supervising Producer / Broadcast,,,18634,10/19/2020,3/16/2021,LOC_New York
18738,Elody Heller,elody.heller@monks.test,0,Finance Specialist,,,18651,11-02-2020,09-01-2021,LOC_Los Angeles - Abbot Kinney
18850,Georgianna Skiles,georgianna.skiles@monks.test,0,Growth Monk,,,19036,9/30/2020,5/28/2021,LOC_Shanghai
19083,Kolby Jones,kolby.jones@monks.test,0,Influencer Marketing Campaign Management Intern,,,19069,9/30/2020,2/25/2021,LOC_Amsterdam
19081,Kolby Kunde,kolby.kunde@monks.test,0,Influencer Manager Intern,,,19069,01-01-2021,1/31/2021,LOC_Amsterdam
51779,Milan Ryan,milan.ryan@monks.test,0,DevOps Engineer,,,51488,06-01-2022,07-12-2024,LOC_Cali
51878,Alana Boehm,alana.boehm@monks.test,0,Engineering Manager,,,51874,12-12-2022,07-02-2024,LOC_Canada Remote PEO
41051,Dave Grady,dave.grady@monks.test,0,"Executive Director, Account Management",,,12207,12-09-2022,4/15/2024,LOC_US Remote
41034,Cleta Will,cleta.will@monks.test,0,"Manager, Public Figures",,,13007,9/20/2021,04-05-2024,LOC_US Remote
41101,Cleta King,cleta.king@monks.test,0,Motion Designer,,,13079,8/13/2020,3/22/2024,LOC_US Remote
32071,Pasquale Shanahan,pasquale.shanahan@monks.test,1,Prototype Technician,,,17239,4/26/2024,,LOC_São Paulo
41088,Cora Thiel,cora.thiel@monks.test,0,"Manager, Integrated Marketing",,,18785,12-07-2021,04-12-2024,LOC_US Remote
41076,Daisha Toy,daisha.toy@monks.test,0,"Senior Manager, Social Operations",,,20187,03-01-2023,,LOC_US Remote
41028,Danika Kub,danika.kub@monks.test,0,"Senior Manager, Racial Justice & DEI",,,20187,03-01-2023,,LOC_US Remote
41074,Craig Bins,craig.bins@monks.test,0,Social Marketing Operations Manager,,,20187,01-12-2021,,LOC_US Remote
41009,Cora Hoppe,cora.hoppe@monks.test,0,Senior Creative Producer,,,20187,05-07-2023,,LOC_US Remote
41103,Curt Kutch,curt.kutch@monks.test,0,"Associate Director, Analytics & Insights",,,20187,12-09-2022,,LOC_US Remote
41010,Clare Ward,clare.ward@monks.test,0,"Senior Director, Trends Social",,,20187,02-03-2021,,LOC_US Remote
